Course Name,Company Offering,Skills Gained,Ratings,Number of Ratings
Behavioral Finance,Duke University,"Behavioral Economics, Business Psychology, Critical Thinking, Decision Making, Finance, Investment Management, People Analysis, Probability & Statistics, Problem Solving, Strategy",4.4,9000
Economics of Money and Banking,Columbia University,"Banking, Finance",4.9,6000
From Data to Insights with Google Cloud,Google Cloud,"Google Cloud Platform, Cloud Computing, SQL, Databases, Data Analysis, Big Data, Cloud Platforms, Data Management, Exploratory Data Analysis, Cloud Storage, Machine Learning, Applied Machine Learning, Human Learning, Data Visualization, Machine Learning Algorithms, Machine Learning Software, Database Theory",4.6,6000
Abnormal Psychology,Wesleyan University,,4.8,472
Fundamentals of Reinforcement Learning,University of Alberta,"Machine Learning, Reinforcement Learning, Machine Learning Algorithms, Python Programming, Statistical Programming, Computer Programming, Decision Making",4.8,7000
Building Your Leadership Skills,HEC Paris,"Human Resources, Leadership Development, Leadership and Management, Communication, Emotional Intelligence, Adaptability, Business Psychology, Entrepreneurship",4.6,8000
Introduction to Deep Learning & Neural Networks with Keras,IBM,"Algorithms, Artificial Neural Networks, Deep Learning, Human Learning, Machine Learning, Machine Learning Algorithms, Network Model, Applied Machine Learning, Network Architecture, Python Programming, Regression",4.7,5000
The Pronunciation of American English,"University of California, Irvine",Communication,4.8,992
React Basics,Meta,"React (web framework), Front-End Web Development, Javascript, Web Development",4.7,7000
Introduction to Computer Science and Programming,University of London,"Mathematical Theory & Analysis, Mathematics, Problem Solving, Algebra, Calculus, Computer Networking, Applied Mathematics, Critical Thinking, Theoretical Computer Science, Computer Programming, Javascript",4.2,4000
Integrative Health and Medicine,University of Minnesota,Leadership and Management,4.8,7000
Teach English Now! Foundational Principles,Arizona State University,Mergers & Acquisitions,4.9,14000
Music Education for Teachers,Berklee,Writing,4.8,8000
Overcoming Dyslexia,Yale University,,4.8,673
Power Electronics,University of Colorado Boulder,,4.7,4000
Antibiotic Stewardship,Stanford University,,4.6,497
Epidemiology in Public Health Practice,Johns Hopkins University,"Epidemiology, Data Analysis, Data Visualization, Problem Solving, Estimation",4.7,2000
Inclusive Leadership: The Power of Workplace Diversity,University of Colorado System,"Collaboration, Communication, Leadership Development, Leadership and Management, Culture, Emotional Intelligence",4.9,7000
International Security Management,Erasmus University Rotterdam,"Leadership and Management, Risk Management",4.7,1000
Customer Experiences with Contact Center AI - Dialogflow ES,Google Cloud,"Machine Learning, Natural Language Processing, Human Computer Interaction, Interactive Design, User Experience, Applied Machine Learning, Design and Product, User Experience Design, Strategy and Operations, Communication, Google Cloud Platform, Application Development, Customer Relationship Management, Cloud-Based Integration, Computer Architecture, Computer Programming Tools, Customer Success, Data Management, Cloud Computing, Javascript, Operations Management",4.5,212
Data Science Foundations: Statistical Inference,University of Colorado Boulder,"Probability & Statistics, General Statistics, Probability Distribution, Estimation, Statistical Tests, Mathematics, Correlation And Dependence, Calculus",4.4,199
Principles of Sustainable Finance,Erasmus University Rotterdam,"Finance, Risk Management, Critical Thinking, Financial Management, Leadership and Management, Strategy and Operations, Business Transformation, Decision Making, Financial Analysis, Strategy",4.7,6000
Interaction Design,University of California San Diego,"Probability & Statistics, Experiment, Statistical Tests, Human Computer Interaction, User Experience, R Programming, Statistical Programming, User Experience Design, Data Analysis, General Statistics, Statistical Analysis, User Research, Visual Design, Probability Distribution, Regression, Collaboration, Human Learning",4.5,9000
Project Management: Foundations and Initiation,University of Colorado Boulder,"Leadership and Management, Project Management, Planning, Strategy and Operations, People Management, Performance Management, Product Management, Business Communication, Business Process Management, Agile Software Development",4.8,379
Uncommon Sense Teaching,Deep Teaching Solutions,"Human Learning, Planning, Entrepreneurship",4.9,633
Introduction to Calculus,The University of Sydney,"Algebra, Calculus, Mathematical Theory & Analysis, Mathematics, Problem Solving, Computational Logic, Critical Thinking, Differential Equations, Plot (Graphics), Linear Algebra",4.8,5000
The Arts and Science of Relationships: Understanding Human Needs,University of Toronto,"Emotional Intelligence, Communication",4.5,6000
Camino a la Excelencia en GestiÃ³n de Proyectos,Pontificia Universidad CatÃ³lica de Chile,"Culture, Leadership and Management, Operations Management, Organizational Development, Planning, Project Management, Strategy and Operations, Business Process Management, Continuous Integration, Process Analysis",4.7,4000
Linux and Private Cloud Administration on IBM Power Systems,IBM,"Computer Architecture, Cloud Computing, IBM Cloud, Cloud Platforms, Operating Systems, Cloud Infrastructure, Cloud Management, Other Cloud Platforms and Tools, Systems Design, Computer Networking, Linux",4.8,985
Microeconomics Principles,University of Illinois at Urbana-Champaign,"Behavioral Economics, Decision Making, Market Research, Market Analysis, Strategy, Problem Solving, Cost Accounting, Data Analysis, Econometrics",4.8,9000
Natural Language Processing in TensorFlow,DeepLearning.AI,"Machine Learning, Natural Language Processing, Deep Learning, Machine Learning Algorithms, Tensorflow, Python Programming, Computer Programming, Artificial Neural Networks, Machine Learning Software, Network Model",4.6,4000
Introduction to Public Relations and the Media,University of Colorado Boulder,"Communication, Public Relations, Media Strategy & Planning, Strategy, Brand Management, Leadership and Management, Marketing, Strategy and Operations, Planning, Social Media, Business Communication, Critical Thinking, Journalism, Writing",4.7,417
"Negotiation, Mediation and Conflict Resolution",ESSEC Business School,"Communication, Marketing, Negotiation, Sales, Collaboration, Leadership and Management, Business Communication, Business Psychology, Conflict Management, Culture, Human Resources, Leadership Development, Planning, Strategy",4.7,2000
Market Research,"University of California, Davis","Market Research, Research and Design, Marketing, Market Analysis, Communication, Business Research, Data Analysis, User Research, Critical Thinking, Strategy, Survey Creation, Business Communication, Customer Analysis, Exploratory Data Analysis, Planning, General Statistics, Correlation And Dependence, Data Visualization, People Management, Probability & Statistics, Storytelling, Recruitment, Visual Design, Writing, Digital Marketing",4.6,3000
Supply Chain Logistics,Rutgers the State University of New Jersey,"Continuous Delivery, Leadership and Management, Planning, Shipping and Receiving, Store Management, Strategy and Operations, Supplier Relationship Management, Supply Chain Systems, Supply Chain and Logistics, Transportation Operations Management, Warehouse Management",4.8,10000
Fundamentals of GIS,"University of California, Davis","ArcGIS, Data Visualization, GIS Software, Data Visualization Software, Databases, Geovisualization",4.8,5000
Foundations of Software Testing and Validation,University of Leeds,Software Testing,4.6,129
An Introduction to Consumer Neuroscience & Neuromarketing,Copenhagen Business School,"Business Psychology, Market Research, Marketing, Behavioral Economics, Customer Analysis, Decision Making, People Analysis, Emotional Intelligence, Marketing Psychology, Research and Design",4.7,2000
Sports Marketing,Northwestern University,"Communication, Marketing",4.7,2000
Strategic Management and Innovation,Copenhagen Business School,"Leadership and Management, Strategy, Strategy and Operations, Business Development, Organizational Development, Decision Making, Marketing, Planning, Critical Thinking, Entrepreneurship, Sales, Business Transformation, Communication, Business Analysis, Operations Management, Employee Relations, Innovation",4.7,8000
AI for Medical Diagnosis,DeepLearning.AI,"Machine Learning, Artificial Neural Networks, Deep Learning, Python Programming, Statistical Programming",4.7,9000
Learn Chinese: HSK Test Preparation,Peking University,Writing,4.8,2000
Machine Learning Modeling Pipelines in Production,DeepLearning.AI,"Cloud Computing, Google Cloud Platform, Machine Learning",4.4,408
"Modern Robotics:  Mechanics, Planning, and Control",Northwestern University,"Mathematics, Linear Algebra, Algebra, Geometry, Computer Programming, Mathematical Theory & Analysis, Computer Programming Tools, Matlab, Python Programming, Algorithms, Critical Thinking, Problem Solving, Differential Equations, Graph Theory, Spatial Analysis, Planning, Supply Chain and Logistics",4.7,1000
